structure_index,natoms,asr_drift_norm,is_valid_asr
639,12,3.461332835490415e-15,True
640,12,2.2360680433512473e-08,True
641,34,6.000000452033313e-08,True
642,9,2.0000000655606724e-08,True
643,18,2.0000000211517577e-08,True
644,22,3.872983320653961e-08,True
645,38,4.8989777878454954e-08,True
646,32,6.928203162530086e-08,True
647,42,1.2000000097304695e-07,True
648,19,6.244997750666717e-08,True
649,14,2.9999997893289416e-08,True
650,12,3.999999442783104e-08,True
651,10,3.464101683021803e-08,True
652,20,5.656854780346389e-08,True
653,13,5.3851645775204296e-08,True
654,20,2.828426479519546e-08,True
655,12,2.828427107556512e-08,True
656,12,3.1714313080323688e-15,True
657,18,3.9999999756901876e-08,True
658,20,3.0123931437527725e-15,True
659,20,4.000000464188308e-08,True
660,12,3.999999984016791e-08,True
661,12,2.000000032253979e-08,True
662,8,2.828427170360205e-08,True
663,20,2.8284266679306367e-08,True
664,12,3.464101472297147e-08,True
665,12,3.464101504346519e-08,True
666,12,2.828426762136181e-08,True
667,12,1.7320508355016617e-08,True
668,9,2.8284268563417143e-08,True
669,16,3.999999531600923e-08,True
670,14,3.9999998202589086e-08,True
671,20,5.656854128757928e-08,True
672,16,3.999999909076749e-08,True
673,16,2.8284274843787142e-08,True
674,16,3.4641017591390954e-08,True
675,18,6.324555274877794e-08,True
676,14,4.472135868239491e-08,True
677,4,0.0,True
678,12,5.6568542955802514e-08,True
679,12,2.9999999374220645e-08,True
680,12,6.928203111251053e-08,True
681,20,3.4641026196648824e-08,True
682,14,2.8284269505472635e-08,True
683,12,3.999999620418763e-08,True
684,10,2.0000000024167353e-08,True
685,16,5.291502564792739e-08,True
686,12,1.2560739669470201e-15,True
687,18,2.8284269645309497e-08,True
688,12,4.2305179100438405e-15,True
689,20,2.6457514318877522e-08,True
690,13,3.999999914627852e-08,True
691,24,6.928203223423933e-08,True
692,18,6.928202903731345e-08,True
693,12,3.999999975690125e-08,True
694,20,4.0000000867124384e-08,True
695,10,2.000000165480742e-08,True
696,11,3.3166247626669514e-08,True
697,12,2.0350724194510405e-15,True
698,12,1.000000438012023e-08,True
699,12,3.999999975690126e-08,True
700,16,3.999999975690121e-08,True
701,12,6.324555419164857e-08,True
702,20,6.92820336123627e-08,True
703,14,4.472136861253153e-08,True
704,8,9.930136612989092e-16,True
705,14,4.472135956369446e-08,True
706,12,3.162277649726868e-08,True
707,13,9.99999816286847e-09,True
708,12,4.8989795232134066e-08,True
709,18,2.8284261026973593e-08,True
710,16,4.472135927820303e-08,True
711,20,2.8284271703604075e-08,True
712,17,3.162277475062855e-08,True
713,20,4.000000064507989e-08,True
714,12,3.464101613314405e-08,True
715,13,2.8284274372759316e-08,True
716,30,9.165150520181814e-08,True
717,20,4.472136583209417e-08,True
718,18,1.9999999878450683e-08,True
719,14,6.928202726658511e-08,True
720,12,2.0000001654807453e-08,True
721,16,4.472135907960045e-08,True
722,18,5.999999460234077e-08,True
723,20,2.828427986808441e-08,True
724,12,4.000000330961493e-08,True
725,13,4.000000076304086e-08,True
726,16,5.2915029246210574e-08,True
727,16,5.656854089505619e-08,True
728,20,5.656854466327993e-08,True
729,16,3.794299872214038e-15,True
730,20,4.898979347013764e-08,True
731,12,3.820199830714189e-15,True
732,18,5.2915027410351814e-08,True
733,10,4.123105686725578e-08,True
734,20,2.828427174285453e-08,True
735,16,3.464101180647837e-08,True
736,16,3.999999886872291e-08,True
737,20,4.0000003309614966e-08,True
738,14,3.464101901758807e-08,True
739,12,2.2183634043813167e-15,True
740,14,3.464101581265028e-08,True
741,16,4.8989791113255273e-08,True
742,12,3.4641014530675164e-08,True
743,12,2.8284270879303517e-08,True
744,14,7.211102461684453e-08,True
745,12,3.66205343881779e-15,True
746,14,4.213000162292041e-15,True
747,12,2.2360679539800258e-08,True
748,14,3.4641017479217924e-08,True
749,6,9.99999993922533e-09,True
750,20,4.898979535111157e-08,True
751,12,4.000000153325803e-08,True
752,12,2.000000076662925e-08,True
753,16,2.8284272017620596e-08,True
754,9,4.8989795917669475e-08,True
