weight_index,weight_value
532,-0.00024268823
533,-0.0003128961
534,-3.608594e-05
535,-0.00029814613
536,0.0005358073
537,0.00021074644
538,9.622564e-05
539,-0.00028911044
540,0.0006498123
541,0.0005116208
542,-0.00020311562
543,0.00037734758
544,-4.212737e-05
545,0.00020534509
546,-1.2397386e-05
547,-0.0003276648
548,-0.0006362183
549,5.358394e-05
550,0.00015659812
551,0.00015518005
552,-0.00012191932
553,0.00033054678
554,-0.00016467765
555,-0.00015963978
556,0.00065357675
557,-0.0008018684
558,0.0003723304
559,-0.000379429
560,-0.00016761929
561,-0.0004717097
562,-0.00019707807
563,0.0005281272
564,-0.00036667538
565,7.6829834e-05
566,-5.9322538e-05
567,0.00018951419
568,0.00016186779
569,-0.0001921051
570,4.1028175e-05
571,0.00016261915
572,-0.00020145255
573,-0.0003364389
574,-1.7365178e-06
575,5.6324457e-06
576,-0.0017110589
577,0.27998722
578,0.123654835
579,-0.11244897
580,-0.35084435
581,0.3438405
582,-0.061875172
583,0.015885748
584,0.081058025
585,-0.044423535
586,0.1344591
587,-0.3317313
588,-0.053158633
589,-0.020906815
590,0.14916767
591,0.043663092
592,0.06734449
593,0.16696645
594,0.14079697
595,-0.39286754
596,-0.17752509
597,-0.35203525
598,0.10062165
599,0.16984433
600,-0.13122848
601,-0.06961674
602,0.3502566
603,0.0283653
604,0.111822926
605,0.007600956
606,-0.22404322
607,0.20089486
608,0.18065685
609,0.039885595
610,-0.006407595
611,-0.00059114373
612,-0.07735852
613,0.06997527
614,-0.2193445
615,-0.16200626
616,-0.045794085
617,0.35442293
618,-0.0038318492
619,0.013640296
620,0.14553091
621,-0.046716344
622,-0.3427461
623,-0.078921616
624,0.07809908
625,0.09223852
626,-0.0596405
627,-0.031616416
628,-0.0005829557
629,0.20800933
630,0.3421783
631,0.053440053
632,0.3993308
633,0.124828465
634,0.050920293
635,-0.06718721
636,-0.37508336
637,-0.100389734
638,-0.24872199
639,-0.15155402
640,-0.09818587
641,-0.26154092
642,0.43568337
643,-0.03515596
644,0.3354732
645,-0.007241273
646,-0.04438993
647,-0.0509478
648,0.45245585
649,0.12476263
650,-0.008951009
651,0.04105334
652,0.024570514
653,-0.14943373
654,0.024305267
655,0.06938944
656,-0.07655484
657,-0.23127897
658,0.37783167
659,0.0126607185
660,0.06864812
661,0.31168208
662,0.14924286
663,-0.0044676713
664,0.13840105
665,0.10328853
666,-0.1569788
667,-0.20476122
668,-0.0051901224
669,-0.05478908
670,0.22386439
671,-0.018081384
672,-0.11448629
673,0.108974725
674,-0.12625018
675,0.17948988
676,-0.016045397
677,0.38599893
678,0.049054816
679,0.20455863
